"X" "Y" "Z"
1.2299974142851 -0.0241521237806729 2.68711127124358
1.23272545617895 -0.024194021286592 2.68937759945802
1.23009658805543 -0.0241864479821896 2.69127364955963
1.23111445260669 -0.0241638208912115 2.69135205755226
-0.0618606249032866 0.251580646072134 1.83622308687262
0.520590044143677 -0.370826600323922 2.15223196614817
-0.404553486767592 -0.687843010239079 1.59887739730799
0.477542504162407 0.111177653904175 2.19761334397723
-0.96776208506447 -0.171851176528525 1.56700117629663
1.09935842162855 0.196289668783112 2.27888860126158
-0.289699408393298 -0.272167960249172 1.81180126242354
0.155346407636203 -0.20661451783629 1.8510841806256
-0.0456976192250451 0.304203623686448 2.04550821086286
0.0242062575817133 0.123013804349355 2.02221372025441
-0.425222176977711 -0.519229962226783 1.77511114293814
1.26080406032088 -0.343790854965869 2.29493120480121
-0.976382338847346 0.0680806618211297 1.74982481273504
0.365455769610924 -0.304083574056545 1.81478387369131
0.0515364047409482 -1.36121834149724 2.12735746553849
0.380306881353492 0.58301072666389 2.23274694667979
-0.23231579728722 1.71666529074077 1.75906844689378
-0.84951023798968 -0.771093397035905 1.68162849032753
-0.85180018044599 -0.768672238241562 1.67732865402395
-0.850577416945114 -0.7701990349417 1.67542468473909
-1.4641924307768 0.157233746282903 2.08118126361091
-0.0119363478251098 0.328730779139811 1.02069566322685
0.467078392700384 -1.20980977629916 2.37633975976842
0.480477505860805 0.231704576066178 2.03389251040641
-0.758224983245825 0.897695625809583 2.10359247902753
0.467085004150637 0.364446458339679 1.50527337902118
-0.355585647907716 -1.9159701114897 2.06770094677267
1.34411728382438 -0.468975577803998 2.12420297685894
-1.64489296270349 1.01318385852413 1.7491149736454
0.838047347234772 -0.111175547314658 1.67192622125822
0.369017129894924 -0.828442814784118 2.4757754357408
-0.521614816571072 0.281456561957867 1.84442346022059
0.140283013508402 0.483830625812317 1.89363301126828
-0.0383938015935472 -0.650098325775949 1.82219956890331
0.773883068813195 -0.822957738637028 2.19659045043078
-0.611473406676304 0.647107257582923 2.12392078367155
0.810614970267242 0.573362708578292 1.63218088259765
-1.381173993231 -0.964604578612452 1.98507607225223
2.15903377930257 -0.121779324705959 2.23235141313633
-2.54674264995712 0.204784276854892 1.91442915234434
1.38569921917987 -0.202718971134427 1.25178492549042
-0.537973508320419 -1.64042504365163 2.45810428006496
-0.537270304688221 -1.64011512757294 2.45896284738986
1.86463370427217 1.53041899366167 2.08288931050378
-2.07724943297477 0.103251402802869 1.87105932159598
-2.07512769289105 0.103404722525989 1.86759511596433
-1.09285881683335 -0.280336538704762 2.08159691964924
1.12112185668775 0.660308379749172 1.97123481440744
-0.637549447339943 -1.83535630331063 1.98724983420135
-0.365549253960135 0.522045047537859 1.31477117284968
1.1118665582404 -0.246933647388014 2.39013701434432
0.367019568111884 0.148436713535338 2.4493915963349
-1.21976730747996 0.565066133773121 1.37648544674741
0.425216408603665 -0.162269542726376 1.83115470560732
0.746501003263063 -1.01010314568926 2.55025705279675
-0.804435229748078 0.0407135662365631 1.56774347968332
-0.000243453905274221 0.202884935421401 1.48649227225603
1.29726822263881 -1.24584390887127 2.58872357244359
-0.416783973956894 1.05181494060212 2.08485775372899
-1.40201565410456 0.366777322105607 1.45850773676816
1.75055764212661 -0.51267531582272 1.99671810203616
-0.762342308821059 -0.946646152196746 2.37867479307845
1.1476769326598 1.12741799777279 1.66407163192098
-1.62237843415434 -0.835632858442193 1.77089748024591
1.73506435140981 -0.153819466533675 2.06398396728352
1.73376333267739 -0.15355889308696 2.06160116591745
-1.36928668651735 0.0622181920721484 2.1958058420473
1.3876097313399 0.280463433306038 1.67645376760505
-1.81753550862043 -1.02005357149245 1.68577243538089
